all_l_oks_rtree_10_dy_DAT1,all_l_oks_rtree_10_mt_DAT1,all_l_oks_rtree_5_dy_DAT1,all_l_oks_rtree_5_mt_DAT1,cpy_int_med_imp_dy_DAT1,cpy_int_med_imp_LC,cpy_int_med_imp_MFR_S205,cpy_int_med_imp_MFR_S206,cpy_int_med_imp_MFR_S411,cpy_int_med_imp_mt_DAT1,cpy_int_med_imp_qt_DAT1,cpy_int_med_imp_wk_DAT1,DATETIME,dy_DAT1,EM_PREDICTION,hs_bc_0_LC,hs_bc_p1_LC,hs_bc_p2_LC,hs_rtree_disct10_LC,hs_rtree_disct5_LC,LC,MFR_S205,MFR_S206,MFR_S411,mt_DAT1,nhoks_nloks_log_qt_DAT1,nhoks_nloks_pow_n0_5_qt_DAT1,nhoks_nloks_pow_p0_5_qt_DAT1,nhoks_nloks_pow_p1_qt_DAT1,nhoks_nloks_pow_p2_qt_DAT1,nhoks_nloks_rtree_10_qt_DAT1,nhoks_nloks_rtree_5_qt_DAT1,P_Gamma2,qt_DAT1,wk_DAT1,yr_DAT1,_WARN_,sample_id,sample_point_id,datetime_char,NNI,Gamma2,_dmIndex_,_PartInd_,Error,,
1,2,1,2,3,88,516.9402,0.095238,0.051678,2,1,5,1959498000,3,168.0060789,2.890371758,17,161.5,4,3,88,516.9402,0.095238,0.051678,2,0,1,1,1,1,1,1,168.0060789,1,5,2022,,2202004892,H12-S0411,03FEB22:09:00:00,145,170,6000042,1,1.172894753,,
1,2,1,2,3,87,460.9836,0.089694,0.053856,2,1,5,1959541200,3,168.6404986,2.833213344,16,144,3,2,87,460.9836,0.089694,0.053856,2,0,1,1,1,1,1,1,168.6404986,1,5,2022,,2202005714,H12-S0411,03FEB22:21:00:00,145,175,6000043,1,3.634000806,,
2,2,1,2,4,87,490.644,0.090882,0.05049,2,1,6,1959584400,4,167.6273526,2.833213344,16,144,3,2,87,490.644,0.090882,0.05049,2,0,1,1,1,1,1,1,167.6273526,1,6,2022,,2202006798,H12-S0411,04FEB22:09:00:00,145,170,6000044,0,1.395674947,,
2,2,1,2,4,87,454.7844,0.087516,0.053262,2,1,6,1959627600,4,167.4418235,2.833213344,16,144,3,2,87,454.7844,0.087516,0.053262,2,0,1,1,1,1,1,1,167.4418235,1,6,2022,,2202007804,H12-S0411,04FEB22:21:00:00,140,170,6000045,1,1.504809682,,
2,2,1,2,5,88,504.7686,0.093258,0.054054,2,1,7,1959670800,5,171.242061,2.890371758,17,161.5,4,3,88,504.7686,0.093258,0.054054,2,0,1,1,1,1,1,1,171.242061,1,7,2022,,2202008702,H12-S0411,05FEB22:09:00:00,140,170,6000046,1,0.730624088,,
2,2,1,2,5,88,437.8878,0.087714,0.05049,2,1,7,1959714000,5,166.9481181,2.890371758,17,161.5,4,3,88,437.8878,0.087714,0.05049,2,0,1,1,1,1,1,1,166.9481181,1,7,2022,,2202009347,H12-S0411,05FEB22:21:00:00,140,180,6000047,1,7.251045506,,
2,2,1,2,6,88,496.0368,0.10197,0.049302,2,1,1,1959757200,6,167.9311925,2.890371758,17,161.5,4,3,88,496.0368,0.10197,0.049302,2,0,1,1,1,1,1,1,167.9311925,1,1,2022,,2202010584,H12-S0411,06FEB22:09:00:00,140,170,6000048,1,1.216945565,,
2,2,1,2,6,87,452.8692,0.09999,0.050688,2,1,1,1959800400,6,167.1296799,2.833213344,16,144,3,2,87,452.8692,0.09999,0.050688,2,0,1,1,1,1,1,1,167.1296799,1,1,2022,,2202011256,H12-S0411,06FEB22:21:00:00,140,180,6000049,0,7.150177811,,
3,2,1,2,7,88,430.479,0.092862,0.049896,2,1,2,1959843600,7,166.8956109,2.890371758,17,161.5,4,3,88,430.479,0.092862,0.049896,2,0,1,1,1,1,1,1,166.8956109,1,2,2022,,2202012497,H12-S0411,07FEB22:09:00:00,140,175,6000050,1,4.631079491,,
3,2,1,2,7,87,440.1936,0.099792,0.051282,2,1,2,1959886800,7,167.2987016,2.833213344,16,144,3,2,87,440.1936,0.099792,0.051282,2,0,1,1,1,1,1,1,167.2987016,1,2,2022,,2202013311,H12-S0411,07FEB22:21:00:00,140,170,6000051,0,1.588999065,,
3,2,1,2,8,88,441.9576,0.111078,0.053064,2,1,3,1959930000,8,169.1109508,2.890371758,17,161.5,4,3,88,441.9576,0.111078,0.053064,2,0,1,1,1,1,1,1,169.1109508,1,3,2022,,2202014422,H12-S0411,08FEB22:09:00:00,140,175,6000052,1,3.365170989,,
3,2,1,2,8,87,460.845,0.103752,0.055242,2,1,3,1959973200,8,171.419267,2.833213344,16,144,3,2,87,460.845,0.103752,0.055242,2,0,1,1,1,1,1,1,171.419267,1,3,2022,,2202015179,H12-S0411,08FEB22:21:00:00,140,175,6000053,1,2.046133166,,
4,2,1,2,9,88,471.7188,0.092664,0.053658,2,1,4,1960016400,9,168.0175276,2.890371758,17,161.5,4,3,88,471.7188,0.092664,0.053658,2,0,1,1,1,1,1,1,168.0175276,1,4,2022,,2202016370,H12-S0411,09FEB22:09:00:00,140,175,6000054,0,3.989984229,,
4,2,1,2,9,88,477.225,0.093456,0.052074,2,1,4,1960059600,9,167.8986625,2.890371758,17,161.5,4,3,88,477.225,0.093456,0.052074,2,0,1,1,1,1,1,1,167.8986625,1,4,2022,,2202017196,H12-S0411,09FEB22:21:00:00,145,170,6000055,1,1.236080859,,
4,2,1,2,10,88,434.7252,0.080586,0.047916,2,1,5,1960102800,10,166.6568494,2.890371758,17,161.5,4,3,88,434.7252,0.080586,0.047916,2,0,1,1,1,1,1,1,166.6568494,1,5,2022,,2202018273,H12-S0411,10FEB22:09:00:00,145,175,6000056,1,4.767514611,,
4,2,1,2,10,88,504.1386,0.085536,0.05247,2,1,5,1960146000,10,169.2460393,2.890371758,17,161.5,4,3,88,504.1386,0.085536,0.05247,2,0,1,1,1,1,1,1,169.2460393,1,5,2022,,2202019059,H12-S0411,10FEB22:21:00:00,145,175,6000057,1,3.287977537,,
4,2,1,2,11,87,488.88,0.094842,0.050886,2,1,6,1960189200,11,167.9287405,2.833213344,16,144,3,2,87,488.88,0.094842,0.050886,2,0,1,1,1,1,1,1,167.9287405,1,6,2022,,2202020216,H12-S0411,11FEB22:09:00:00,145,175,6000058,1,4.040719709,,
4,2,1,2,11,88,522.3078,0.088506,0.052668,2,1,6,1960232400,11,169.6782953,2.890371758,17,161.5,4,3,88,522.3078,0.088506,0.052668,2,0,1,1,1,1,1,1,169.6782953,1,6,2022,,2202021001,H12-S0411,11FEB22:21:00:00,140,170,6000059,1,0.189238047,,
4,2,1,2,12,87,460.8072,0.083556,0.053262,2,1,7,1960275600,12,167.2994413,2.833213344,16,144,3,2,87,460.8072,0.083556,0.053262,2,0,1,1,1,1,1,1,167.2994413,1,7,2022,,2202021917,H12-S0411,12FEB22:09:00:00,145,170,6000060,0,1.588563947,,
4,2,1,2,12,87,434.6244,0.088308,0.047322,2,1,7,1960318800,12,165.905021,2.833213344,16,144,3,2,87,434.6244,0.088308,0.047322,2,0,1,1,1,1,1,1,165.905021,1,7,2022,,2202022574,H12-S0411,12FEB22:21:00:00,140,165,6000061,1,0.5484976,,
4,2,1,2,13,87,469.8918,0.097614,0.048312,2,1,1,1960362000,13,167.1134285,2.833213344,16,144,3,2,87,469.8918,0.097614,0.048312,2,0,1,1,1,1,1,1,167.1134285,1,1,2022,,2202023453,H12-S0411,13FEB22:09:00:00,140,170,6000062,1,1.697983235,,
4,2,1,2,13,87,459.5724,0.091872,0.048906,2,1,1,1960405200,13,166.872731,2.833213344,16,144,3,2,87,459.5724,0.091872,0.048906,2,0,1,1,1,1,1,1,166.872731,1,1,2022,,2202024114,H12-S0411,13FEB22:21:00:00,135,170,6000063,1,1.839569982,,
5,2,1,2,16,74,7.346,6.951,6.278,2,1,4,1960650000,16,1598.419776,1.386294361,3,7.5,2,1,74,7.346,6.951,6.278,2,0,1,1,1,1,1,1,1598.419776,1,4,2022,,2202029629,H12-S0411,16FEB22:17:00:00,26.6,1500,6000064,0,6.56131838,,
5,2,1,2,18,85,13.17,13.553,11.458,2,1,6,1960794000,18,2507.858573,2.708050201,14,112,2,1,85,13.17,13.553,11.458,2,0,1,1,1,1,1,1,2507.858573,1,6,2022,,2202032468,H12-S0411,18FEB22:09:00:00,24.1,2450,6000065,1,2.361574408,,
5,3,1,3,14,86,390.7386,1.91,1.016,3,1,2,1962910800,14,1102.13882,2.772588722,15,127.5,2,1,86,390.7386,1.91,1.016,3,0,1,1,1,1,1,1,1102.13882,1,2,2022,,2203024943,H12-S0411,14MAR22:21:00:00,72,1050,6000066,1,4.965601895,,
5,3,1,3,15,87,459.144,1.813,0.911,3,1,3,1962954000,15,1013.480937,2.833213344,16,144,3,2,87,459.144,1.813,0.911,3,0,1,1,1,1,1,1,1013.480937,1,3,2022,,2203026173,H12-S0411,15MAR22:09:00:00,74,980,6000067,1,3.416422163,,
5,3,1,3,15,87,554.8536,1.867,0.817,3,1,3,1962997200,15,1007.238993,2.833213344,16,144,3,2,87,554.8536,1.867,0.817,3,0,1,1,1,1,1,1,1007.238993,1,3,2022,,2203026901,H12-S0411,15MAR22:21:00:00,73,890,6000068,1,13.17292054,,
5,3,1,3,16,87,475.02,1.614,0.784,3,1,4,1963040400,16,881.0628165,2.833213344,16,144,3,2,87,475.02,1.614,0.784,3,0,1,1,1,1,1,1,881.0628165,1,4,2022,,2203028061,H12-S0411,16MAR22:09:00:00,77,940,6000069,1,6.269913138,,
5,3,1,3,16,87,561.9096,1.797,0.827,3,1,4,1963083600,16,1020.649275,2.833213344,16,144,3,2,87,561.9096,1.797,0.827,3,0,1,1,1,1,1,1,1020.649275,1,4,2022,,2203028880,H12-S0411,16MAR22:21:00:00,78,1100,6000070,1,7.213702309,,
5,3,1,3,17,87,495.873,1.637,0.891,3,1,5,1963126800,17,968.3284441,2.833213344,16,144,3,2,87,495.873,1.637,0.891,3,0,1,1,1,1,1,1,968.3284441,1,5,2022,,2203029974,H12-S0411,17MAR22:09:00:00,73,1100,6000071,0,11.97014145,,
5,3,1,3,17,86,522.585,1.711,0.826,3,1,5,1963148400,17,1054.166471,2.772588722,15,127.5,2,1,86,522.585,1.711,0.826,3,0,1,1,1,1,1,1,1054.166471,1,5,2022,,2203030148,H12-S0411,17MAR22:15:00:00,80,1100,6000072,1,4.1666845,,
5,3,1,3,17,86,533.6478,1.641,0.802,3,1,5,1963170000,17,984.2620842,2.772588722,15,127.5,2,1,86,533.6478,1.641,0.802,3,0,1,1,1,1,1,1,984.2620842,1,5,2022,,2203030695,H12-S0411,17MAR22:21:00:00,80,1050,6000073,1,6.260753882,,
5,3,1,3,18,86,549.9648,1.747,0.8055,3,1,6,1963213200,18,1053.404323,2.772588722,15,127.5,2,1,86,549.9648,1.747,0.8055,3,0,1,1,1,1,1,1,1053.404323,1,6,2022,,2203031859,H12-S0411,18MAR22:09:00:00,79,1000,6000074,1,5.34043233,,
5,3,1,3,19,86,355.383,2.09,1.158,3,1,7,1963299600,19,1230.313658,2.772588722,15,127.5,2,1,86,355.383,2.09,1.158,3,0,1,1,1,1,1,1,1230.313658,1,7,2022,,2203033681,H12-S0411,19MAR22:09:00:00,71,1300,6000075,1,5.360487838,,
5,3,1,3,19,88,396.2574,2.158,1.172,3,1,7,1963342800,19,1201.703723,2.890371758,17,161.5,4,3,88,396.2574,2.158,1.172,3,0,1,1,1,1,1,1,1201.703723,1,7,2022,,2203034198,H12-S0411,19MAR22:21:00:00,70,1300,6000076,0,7.561252092,,
6,3,2,3,20,86,770.616,4.78,2.501,3,1,1,1963386000,20,2234.439834,2.772588722,15,127.5,2,1,86,770.616,4.78,2.501,3,0,1,1,1,1,1,1,2234.439834,1,1,2022,,2203035147,H12-S0411,20MAR22:09:00:00,67,2300,6000077,2,2.850442022,,
6,3,2,3,20,86,737.1378,3.904,2.227,3,1,1,1963429200,20,2174.026124,2.772588722,15,127.5,2,1,86,737.1378,3.904,2.227,3,0,1,1,1,1,1,1,2174.026124,1,1,2022,,2203035791,H12-S0411,20MAR22:21:00:00,68,2150,6000078,1,1.117494135,,
6,3,2,3,21,111,42.802,0.599,0.406,3,1,2,1963515600,21,330.8381242,3.713572067,40,840,8,5,111,42.802,0.599,0.406,3,0,1,1,1,1,1,1,330.8381242,1,2,2022,,2203037779,H12-S0411,21MAR22:21:00:00,53,340,6000079,1,2.694669365,,
7,3,2,3,22,111,40.429,0.657,0.414,3,1,3,1963558800,22,340.0087162,3.713572067,40,840,8,5,111,40.429,0.657,0.414,3,0,1,1,1,1,1,1,340.0087162,1,3,2022,,2203038764,H12-S0411,22MAR22:09:00:00,52,330,6000080,2,3.032944291,,
7,3,2,3,22,111,38.27,0.587,0.384,3,1,3,1963602000,22,324.2271281,3.713572067,40,840,8,5,111,38.27,0.587,0.384,3,0,1,1,1,1,1,1,324.2271281,1,3,2022,,2203039537,H12-S0411,22MAR22:21:00:00,51,320,6000081,0,1.320977519,,
7,3,2,3,23,110,41.688,0.588,0.389,3,1,4,1963645200,23,322.0654817,3.688879454,39,799.5,8,5,110,41.688,0.588,0.389,3,0,1,1,1,1,1,1,322.0654817,1,4,2022,,2203040693,H12-S0411,23MAR22:09:00:00,53,320,6000082,1,0.645463031,,
7,3,2,3,23,110,40.115,0.616,0.414,3,1,4,1963688400,23,327.9267733,3.688879454,39,799.5,8,5,110,40.115,0.616,0.414,3,0,1,1,1,1,1,1,327.9267733,1,4,2022,,2203041459,H12-S0411,23MAR22:21:00:00,52,340,6000083,1,3.550949026,,
8,3,3,3,24,110,40.921,0.614,0.397,3,1,5,1963731600,24,331.9993168,3.688879454,39,799.5,8,5,110,40.921,0.614,0.397,3,0,1,1,1,1,1,1,331.9993168,1,5,2022,,2203042568,H12-S0411,24MAR22:09:00:00,51,330,6000084,1,0.605853582,,
8,3,3,3,24,109,41.203,0.554,0.412,3,1,5,1963774800,24,312.6737491,3.663561646,38,760,7,5,109,41.203,0.554,0.412,3,0,1,1,1,1,1,1,312.6737491,1,5,2022,,2203043445,H12-S0411,24MAR22:21:00:00,50,290,6000085,1,7.818534155,,
8,3,3,3,25,109,44.648,0.651,0.455,3,1,6,1963818000,25,333.8069172,3.663561646,38,760,7,5,109,44.648,0.651,0.455,3,0,1,1,1,1,1,1,333.8069172,1,6,2022,,2203044434,H12-S0411,25MAR22:09:00:00,50,320,6000086,0,4.314661628,,
8,3,3,3,25,109,43.697,0.627,0.443,3,1,6,1963861200,25,326.2648941,3.663561646,38,760,7,5,109,43.697,0.627,0.443,3,0,1,1,1,1,1,1,326.2648941,1,6,2022,,2203045161,H12-S0411,25MAR22:21:00:00,50,310,6000087,2,5.246740026,,
9,3,4,3,26,110,42.394,0.588,0.45,3,1,7,1963904400,26,324.5394455,3.688879454,39,799.5,8,5,110,42.394,0.588,0.45,3,0,1,1,1,1,1,1,324.5394455,1,7,2022,,2203046028,H12-S0411,26MAR22:09:00:00,50,310,6000088,1,4.690143706,,
9,3,4,3,26,109,44.508,0.638,0.423,3,1,7,1963947600,26,324.6643589,3.663561646,38,760,7,5,109,44.508,0.638,0.423,3,0,1,1,1,1,1,1,324.6643589,1,7,2022,,2203046697,H12-S0411,26MAR22:21:00:00,51,310,6000089,0,4.730438358,,
9,3,4,3,27,108,42.641,0.572,0.411,3,1,1,1963990800,27,315.7710616,3.63758616,37,721.5,6,4,108,42.641,0.572,0.411,3,0,1,1,1,1,1,1,315.7710616,1,1,2022,,2203047577,H12-S0411,27MAR22:09:00:00,52,320,6000090,0,1.32154325,,
9,3,4,3,27,108,45.074,0.595,0.436,3,1,1,1964034000,27,316.9829641,3.63758616,37,721.5,6,4,108,45.074,0.595,0.436,3,0,1,1,1,1,1,1,316.9829641,1,1,2022,,2203048174,H12-S0411,27MAR22:21:00:00,52,320,6000091,2,0.942823719,,
10,3,5,3,28,108,125.151,0.597,0.343,3,1,2,1964120400,28,439.3790882,3.63758616,37,721.5,6,4,108,125.151,0.597,0.343,3,0,1,1,1,1,1,1,439.3790882,1,2,2022,,2203050137,H12-S0411,28MAR22:21:00:00,73,430,6000092,1,2.181183291,,
10,3,5,3,29,109,119.022,0.609,0.366,3,1,3,1964163600,29,443.5860191,3.663561646,38,760,7,5,109,119.022,0.609,0.366,3,0,1,1,1,1,1,1,443.5860191,1,3,2022,,2203051173,H12-S0411,29MAR22:09:00:00,72,440,6000093,1,0.815004348,,
10,3,5,3,29,108,122.238,0.688,0.408,3,1,3,1964206800,29,457.531132,3.63758616,37,721.5,6,4,108,122.238,0.688,0.408,3,0,1,1,1,1,1,1,457.531132,1,3,2022,,2203051957,H12-S0411,29MAR22:21:00:00,69,450,6000094,1,1.673584893,,
10,3,5,3,30,109,121.999,0.669,0.403,3,1,4,1964250000,30,457.6644843,3.663561646,38,760,7,5,109,121.999,0.669,0.403,3,0,1,1,1,1,1,1,457.6644843,1,4,2022,,2203053055,H12-S0411,30MAR22:09:00:00,73,450,6000095,0,1.703218733,,
10,3,5,3,30,108,134.09,0.665,0.396,3,1,4,1964293200,30,468.3377494,3.63758616,37,721.5,6,4,108,134.09,0.665,0.396,3,0,1,1,1,1,1,1,468.3377494,1,4,2022,,2203053805,H12-S0411,30MAR22:21:00:00,72,450,6000096,1,4.075055411,,
10,3,5,3,31,108,128.666,0.63,0.368,3,1,5,1964336400,31,448.8848991,3.63758616,37,721.5,6,4,108,128.666,0.63,0.368,3,0,1,1,1,1,1,1,448.8848991,1,5,2022,,2203054914,H12-S0411,31MAR22:09:00:00,73,450,6000097,1,0.247800196,,
10,3,5,3,31,108,128.031,0.633,0.343,3,1,5,1964379600,31,447.8310363,3.63758616,37,721.5,6,4,108,128.031,0.633,0.343,3,0,1,1,1,1,1,1,447.8310363,1,5,2022,,2203055670,H12-S0411,31MAR22:21:00:00,75,450,6000098,1,0.481991924,,
1,4,1,4,1,108,123.499,0.605,0.3175,4,2,6,1964422800,1,439.8737937,3.63758616,37,721.5,6,4,108,123.499,0.605,0.3175,4,0.693147181,0.707106781,1.414213562,2,4,2,2,439.8737937,2,6,2022,,2204000941,H12-S0411,01APR22:09:00:00,73,440,6000099,1,0.028683243,,
1,4,1,4,1,108,111.121,0.571,0.343,4,2,6,1964466000,1,450.1544929,3.63758616,37,721.5,6,4,108,111.121,0.571,0.343,4,0.693147181,0.707106781,1.414213562,2,4,2,2,450.1544929,2,6,2022,,2204001652,H12-S0411,01APR22:21:00:00,74,450,6000100,1,0.034331762,,
1,4,1,4,2,108,123.845,0.603,0.35,4,2,7,1964509200,2,441.1627466,3.63758616,37,721.5,6,4,108,123.845,0.603,0.35,4,0.693147181,0.707106781,1.414213562,2,4,2,2,441.1627466,2,7,2022,,2204002518,H12-S0411,02APR22:09:00:00,74,460,6000101,1,4.095055091,,
1,4,1,4,2,108,128.065,0.583,0.348,4,2,7,1964552400,2,440.4566122,3.63758616,37,721.5,6,4,108,128.065,0.583,0.348,4,0.693147181,0.707106781,1.414213562,2,4,2,2,440.4566122,2,7,2022,,2204003075,H12-S0411,02APR22:21:00:00,76,470,6000102,0,6.285827198,,
1,4,1,4,3,108,125.855,0.646,0.358,4,2,1,1964595600,3,447.6077279,3.63758616,37,721.5,6,4,108,125.855,0.646,0.358,4,0.693147181,0.707106781,1.414213562,2,4,2,2,447.6077279,2,1,2022,,2204004056,H12-S0411,03APR22:09:00:00,75,460,6000103,1,2.693972191,,
1,4,1,4,3,89,450.2736,0.08514,0.052866,4,2,1,1964638800,3,168.7637977,2.944438979,18,180,5,4,89,450.2736,0.08514,0.052866,4,0.693147181,0.707106781,1.414213562,2,4,2,2,168.7637977,2,1,2022,,2204004803,H12-S0411,03APR22:21:00:00,150,175,6000104,1,3.563544177,,
2,4,1,4,4,88,496.0368,0.087516,0.053856,4,2,2,1964682000,4,169.2664413,2.890371758,17,161.5,4,3,88,496.0368,0.087516,0.053856,4,0.693147181,0.707106781,1.414213562,2,4,2,2,169.2664413,2,2,2022,,2204005943,H12-S0411,04APR22:09:00:00,145,170,6000105,1,0.431505129,,
2,4,1,4,4,88,472.122,0.081774,0.048708,4,2,2,1964725200,4,164.6071165,2.890371758,17,161.5,4,3,88,472.122,0.081774,0.048708,4,0.693147181,0.707106781,1.414213562,2,4,2,2,164.6071165,2,2,2022,,2204006702,H12-S0411,04APR22:21:00:00,145,160,6000106,0,2.879447831,,
2,4,1,4,5,88,452.1762,0.089694,0.052074,4,2,3,1964768400,5,167.3758792,2.890371758,17,161.5,4,3,88,452.1762,0.089694,0.052074,4,0.693147181,0.707106781,1.414213562,2,4,2,2,167.3758792,2,3,2022,,2204007826,H12-S0411,05APR22:09:00:00,145,165,6000107,1,1.43992677,,
2,4,1,4,5,88,465.1542,0.08514,0.050688,4,2,3,1964811600,5,166.6570677,2.890371758,17,161.5,4,3,88,465.1542,0.08514,0.050688,4,0.693147181,0.707106781,1.414213562,2,4,2,2,166.6570677,2,3,2022,,2204008585,H12-S0411,05APR22:21:00:00,150,165,6000108,1,1.004283436,,
2,4,1,4,6,87,378.1008,0.082566,0.049698,4,2,4,1964854800,6,166.6081256,2.833213344,16,144,3,2,87,378.1008,0.082566,0.049698,4,0.693147181,0.707106781,1.414213562,2,4,2,2,166.6081256,2,4,2022,,2204009734,H12-S0411,06APR22:09:00:00,145,165,6000109,1,0.974621545,,
2,4,1,4,6,87,482.9202,0.092268,0.048312,4,2,4,1964898000,6,167.1125152,2.833213344,16,144,3,2,87,482.9202,0.092268,0.048312,4,0.693147181,0.707106781,1.414213562,2,4,2,2,167.1125152,2,4,2022,,2204010460,H12-S0411,06APR22:21:00:00,145,165,6000110,1,1.280312224,,
3,4,1,4,7,87,398.3868,0.078408,0.049698,4,2,5,1964941200,7,165.4697115,2.833213344,16,144,3,2,87,398.3868,0.078408,0.049698,4,0.693147181,0.707106781,1.414213562,2,4,2,2,165.4697115,2,5,2022,,2204011560,H12-S0411,07APR22:09:00:00,145,170,6000111,1,2.664875576,,
3,4,1,4,7,88,460.1268,0.082764,0.048708,4,2,5,1964984400,7,165.6538886,2.890371758,17,161.5,4,3,88,460.1268,0.082764,0.048708,4,0.693147181,0.707106781,1.414213562,2,4,2,2,165.6538886,2,5,2022,,2204012319,H12-S0411,07APR22:21:00:00,145,165,6000112,1,0.396296097,,
3,4,1,4,8,88,467.6112,0.087714,0.051084,4,2,6,1965027600,8,166.3921087,2.890371758,17,161.5,4,3,88,467.6112,0.087714,0.051084,4,0.693147181,0.707106781,1.414213562,2,4,2,2,166.3921087,2,6,2022,,2204013471,H12-S0411,08APR22:09:00:00,145,160,6000113,1,3.995067938,,
3,4,1,4,8,87,461.7522,0.0891,0.051282,4,2,6,1965070800,8,166.5396232,2.833213344,16,144,3,2,87,461.7522,0.0891,0.051282,4,0.693147181,0.707106781,1.414213562,2,4,2,2,166.5396232,2,6,2022,,2204014234,H12-S0411,08APR22:21:00:00,145,170,6000114,0,2.035515794,,
4,4,1,4,9,87,443.3058,0.087912,0.05148,4,2,7,1965114000,9,166.7788803,2.833213344,16,144,3,2,87,443.3058,0.087912,0.05148,4,0.693147181,0.707106781,1.414213562,2,4,2,2,166.7788803,2,7,2022,,2204015199,H12-S0411,09APR22:09:00:00,145,170,6000115,1,1.8947763,,
4,4,1,4,9,87,501.7824,0.09009,0.05247,4,2,7,1965157200,9,168.0043072,2.833213344,16,144,3,2,87,501.7824,0.09009,0.05247,4,0.693147181,0.707106781,1.414213562,2,4,2,2,168.0043072,2,7,2022,,2204015829,H12-S0411,09APR22:21:00:00,145,165,6000116,1,1.820792212,,
4,4,1,4,10,88,554.3622,0.108306,0.056628,4,2,1,1965200400,10,171.8120453,2.890371758,17,161.5,4,3,88,554.3622,0.108306,0.056628,4,0.693147181,0.707106781,1.414213562,2,4,2,2,171.8120453,2,1,2022,,2204016727,H12-S0411,10APR22:09:00:00,145,170,6000117,2,1.065908971,,
4,4,1,4,10,87,462.7728,0.08712,0.05247,4,2,1,1965243600,10,167.4532335,2.833213344,16,144,3,2,87,462.7728,0.08712,0.05247,4,0.693147181,0.707106781,1.414213562,2,4,2,2,167.4532335,2,1,2022,,2204017436,H12-S0411,10APR22:21:00:00,145,165,6000118,0,1.486808206,,
4,4,1,4,12,74,5.251,5.338,5.443,4,2,3,1965416400,12,1293.526712,1.386294361,3,7.5,2,1,74,5.251,5.338,5.443,4,0.693147181,0.707106781,1.414213562,2,4,2,2,1293.526712,2,3,2022,,2204021242,H12-S0411,12APR22:21:00:00,25.6,1300,6000119,0,0.497945208,,
5,4,1,4,16,75,3.407,3.628,3.452,4,2,7,1965762000,16,927.5112656,1.609437912,4,12,2,1,75,3.407,3.628,3.452,4,0.693147181,0.707106781,1.414213562,2,4,2,2,927.5112656,2,7,2022,,2204028056,H12-S0411,16APR22:21:00:00,25.6,790,6000120,2,17.40648931,,
1,5,1,5,1,88,1.903,2.081,1.814,5,2,1,1967000400,1,428.2801812,2.890371758,17,161.5,4,3,88,1.903,2.081,1.814,5,0.693147181,0.707106781,1.414213562,2,4,2,2,428.2801812,2,1,2022,,2205000685,H12-S0411,01MAY22:05:00:00,23.4,390,6000121,2,9.815431077,,
4,5,1,5,13,86,626.3334,2.239,1.04,5,2,6,1968094800,13,1209.282521,2.772588722,15,127.5,2,1,86,626.3334,2.239,1.04,5,0.693147181,0.707106781,1.414213562,2,4,2,2,1209.282521,2,6,2022,,2205024011,H12-S0411,13MAY22:21:00:00,72,1100,6000122,1,9.934774627,,
5,5,1,5,14,87,496.502,1.823,0.947,5,2,7,1968138000,14,1078.075136,2.833213344,16,144,3,2,87,496.502,1.823,0.947,5,0.693147181,0.707106781,1.414213562,2,4,2,2,1078.075136,2,7,2022,,2205024949,H12-S0411,14MAY22:09:00:00,74,1050,6000123,1,2.673822448,,
5,5,1,5,14,86,553.9212,1.979,0.975,5,2,7,1968181200,14,1197.839786,2.772588722,15,127.5,2,1,86,553.9212,1.979,0.975,5,0.693147181,0.707106781,1.414213562,2,4,2,2,1197.839786,2,7,2022,,2205025647,H12-S0411,14MAY22:21:00:00,76,1100,6000124,1,8.894525982,,
5,5,1,5,15,87,556.1892,1.653,0.881,5,2,1,1968224400,15,1002.554133,2.833213344,16,144,3,2,87,556.1892,1.653,0.881,5,0.693147181,0.707106781,1.414213562,2,4,2,2,1002.554133,2,1,2022,,2205026586,H12-S0411,15MAY22:09:00:00,78,1050,6000125,1,4.518654029,,
5,5,1,5,15,86,586.8198,1.848,0.945,5,2,1,1968267600,15,1384.750085,2.772588722,15,127.5,2,1,86,586.8198,1.848,0.945,5,0.693147181,0.707106781,1.414213562,2,4,2,2,1384.750085,2,1,2022,,2205027212,H12-S0411,15MAY22:21:00:00,80,2050,6000126,1,32.45121539,,
5,5,1,5,16,86,541.1448,1.949,0.893,5,2,2,1968310800,16,1059.51275,2.772588722,15,127.5,2,1,86,541.1448,1.949,0.893,5,0.693147181,0.707106781,1.414213562,2,4,2,2,1059.51275,2,2,2022,,2205028444,H12-S0411,16MAY22:09:00:00,82,1150,6000127,0,7.86845653,,
5,5,1,5,16,87,641.2644,1.897,0.89,5,2,2,1968354000,16,1114.975097,2.833213344,16,144,3,2,87,641.2644,1.897,0.89,5,0.693147181,0.707106781,1.414213562,2,4,2,2,1114.975097,2,2,2022,,2205029229,H12-S0411,16MAY22:21:00:00,82,1150,6000128,0,3.045643722,,
5,5,1,5,17,87,568.8774,2.113,0.855,5,2,3,1968397200,17,1100.521723,2.833213344,16,144,3,2,87,568.8774,2.113,0.855,5,0.693147181,0.707106781,1.414213562,2,4,2,2,1100.521723,2,3,2022,,2205030251,H12-S0411,17MAY22:09:00:00,83,1150,6000129,1,4.302458887,,
